Angler ID,Primary Regional Monitoring Group,Secondary Regional Monitoring Group,Do Not Contact,# Volunteer Days 2007,Dates Fished 2007,2007 Total (+/-) Fishing Time (days),# Volunteer Days 2008,Dates Fished 2008,2008 Total (+/-) Fishing Time (days),# Volunteer Days 2009,Dates Fished 2009,2009 Total (+/-) Fishing Time (days),# Volunteer Days 2010,Dates Fished 2010,2010 Total (+/-) Fishing Time,# Volunteer Days 2011,Dates Fished 2011,2011 Total (+/-) Fishing Time,# Volunteer Days 2012,Dates Fished 2012,2012 Total (+/-) Fishing Time,# Volunteer Days 2013,Dates Fished 2013,2013 Total (+/-) Fishing Time,# Volunteer Days 2014,Dates Fished 2014,2014 Total (+/-) Fishing Time,# Volunteer Days 2015,Dates Fished 2015,2015 Total (+/-) Fishing Time,# Volunteer Days 2016,Dates Fished 2016,2016 Total(+/-) Fishing Time,# Volunteer Days 2017,Dates Fished 2017,2017 Total (+/-) Fishing Time (mins),# Volunteer Days 2018,Dates Fished 2018,2018 Total (+/-) Fishing Time (mins),# Volunteer Days 2019,Dates Fished 2019,2019 Total (+/-) Fishing Time (mins),# of Volunteer Days 2020,Dates Fished 2020,2020 Total (+/-) Fishing Time (mins),# Volunteer Days 2021,Dates Fished 2021,2021 Total (+/-) Fishing Time (mins)
C208,CPOLY,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7/31/2017,,,,,0,,0,,,,,,
C209,CPOLY,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"08/28/2017, 09/12/2017",,,,,1,;September(16),0,,,,,,
C210,CPOLY,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"09/11/2017, 09/12/2017",,4,"July (23,24) September(10,11)",,0,,0,,,,,,
C211,CPOLY,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7/25/2017,,,,,0,,0,,,,,,
C212,CPOLY,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"07/25/2017, 08/14/2017",,,,,0,,0,,,,,,
C213,CPOLY,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9/7/2017,,,,,0,,0,,,,,,
C214,CPOLY,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8/7/2017,,,,,0,,0,,,,,,
C215,CPOLY,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8/7/2017,,,,,0,,0,,,,,,
C216,CPOLY,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8/28/2017,,6,"September(10), 9/17, 9/24, 9/26, 10/8, 11/14",,1,;September (09),0,7,"9/09,9/17, 9/16, 10/7, 10/8, 10/14, 10/15",-38,4,"September (21), October (5), November (8, 17)",
C217,CPOLY,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7/24/2017,,,,,0,,0,,,,,,
C218,CPOLY,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7/24/2017,,,,,0,,0,,,,,,
C219,CPOLY,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7/24/2017,,,,,0,,0,,,,,,
C220,CPOLY,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7/24/2017,,,,,0,,0,,,,,,
C221,CPOLY,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7/24/2017,,,,,0,,0,,,,,,
C222,CPOLY,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7/24/2017,,,,,0,,0,,,,,,
C223,CPOLY,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9/11/2017,,,,,0,,0,,,,,,
C224,CPOLY,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7/24/2017,,,,,0,,0,,,,,,
C225,CPOLY,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9/5/2017,,1,SPT03_18,0,0,,0,,,,,,
C226,CPOLY,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9/5/2017,,,,,0,,0,,,,,,
C227,CPOLY,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9/12/2017,,1,September (7),,0,,0,,,,,,
C228,CPOLY,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,1,July(16),,0,,0,,,,,,
C229,CPOLY,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,3,"July(17,24, 31)",,,,,,,,2,"July (20), August (24)",
C230,CPOLY,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,1,July(16),,0,,0,,,,,,
C231,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,1,17-Jul,,0,,0,,,,,,
C232,CPOLY,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,1,July (23),,0,,0,,,,,,
C233,CPOLY,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,1,July(16),,0,,0,,,,,,
C234,CPOLY,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,1,July(16),,0,,0,,,,,,
C235,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,1,July(17),,1,;July (22),0,,,,,,
C236,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,1,July(17),,0,,0,,,,,,
C237,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,1,July(17),,0,,0,,,,,,
C238,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,1,July(17),,0,,0,,,,,,
C239,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,1,July(17),,0,,0,,,,,,
C240,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,1,July(17),,0,,0,,,,,,
C241,CPOLY,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,3,"July(30,31) September (7)",,0,,0,,,,,,
C242,CPOLY,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,1,July(30),,1,;September (9),0,,,,,,
C243,CPOLY,,FALSE,0,,,0,,,0,,,1,July (21),-32,0,,,0,,,0,,,,,,,,,,,,,,,2,"July (31), September (6)",,6,";July (22), August (26, 27), September (5,9,10)",0,5,"July(13, 14, 20, 21, 28)",,6,"July (12, 19, 27), August (23, 30), September (9)",
C244,CPOLY,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,1,July(31),,0,,0,1,July (21),,1,July (19),
C245,CPOLY,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,2,"September (6,7)",,1,;September (9),0,,,,,,
C246,CPOLY,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,1,September (6),,0,,0,,,,,,
C247,CPOLY,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,1,September (6),,1,;September (9),0,,,,,,
C248,CPOLY,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,2,"September (6,7)",,4,";August (5, 29), September(5,16)",0,1,July (28),,,,
C249,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,1,September (7),,0,,0,,,,,,
C250,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,1,September(10),,0,,0,,,,,,
C251,CPOLY,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,5,"July (23), August (2,27), September (9,17)",,,,,3,"July (19), August (31), September (9)",
C252,CPOLY,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,4,"July (22, 23), August (26), September(10)",,,,,,,
C253,CPOLY,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,1,August (26),,,,,1,August (24),
C254,CPOLY,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,1,September (10),,,,,,,
C255,CPOLY,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,2,"July (22), August (26)",,2,"July (27), September (1)",,1,July (13),
C256,CPOLY,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,1,August(2),,,,,,,
C257,CPOLY,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,1,September (9),,,,,,,
C258,CPOLY,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,1,August (29),,,,,,,
C259,CPOLY,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,1,August (29),,,,,,,
C260,CPOLY,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,1,September (5),,,,,,,
C261,CPOLY,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,1,September (5),,,,,,,
C262,CPOLY,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,1,September (5),,,,,,,
C263,CPOLY,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,1,September (5),,,,,,,
C264,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,1,September (5),,,,,,,
C265,CPOLY,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,1,July (22),,,,,,,
C266,CPOLY,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,1,July (22),,,,,,,
C267,CPOLY,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,1,July (22),,,,,,,
C268,CPOLY,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,1,July (22),,,,,,,
C269,CPOLY,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,1,July (22),,,,,,,
C270,CPOLY,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,1,September (17),,,,,,,
C271,CPOLY,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,0,,0,1,August (25),0,1,August (24),
C272,CPOLY,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,0,,0,3,"August (25, 31), September (1)",0,3,"July (12, 20, 27)",
C273,CPOLY,,FALSE,0,,,0,,,0,,,1,July (21),-32,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,1,July (28),,,,
C274,CPOLY,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,0,,0,1,July (28),0,,,
C275,CPOLY,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,0,,0,1,August (31),0,,,
C276,CPOLY,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,0,,0,1,August (31),0,,,
C277,CPOLY,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,0,,0,1,August (31),0,,,
C278,CPOLY,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,0,,0,,,0,1,July (20),
C279,CPOLY,,FALSE,5,"August (6,7), October (23,24,25)",-13,6,"July (29 30), August(14,27,28), September (16)",-2.999999523,5,"July (29), August (10, 11, 17), September (16)",-2.000000238,0,,,4,"August (8, 9), September (19, 20)",-4.999999523,3,"August (7, 8), September (18)",-0.999999344,3,"August (20), September (16,17)",-2.999999523,2,"August (27), September (17)",-3,2,"August (3, 12)",-3,2,"Aug-10, Sept-7",0,2,"September (20, 26)",-2.5,3,"August (8, 29), September (6)",-1,2,SPT04_19;September (18),-10.5,,,,1,August (30),
C280,CPOLY,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,0,,0,0,,0,2,"August (31), September (9)",0
C281,CPOLY,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,0,,0,0,,0,1,August (24),0
C282,CPOLY,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,0,,0,0,,0,2,"August (23), September (9)",0
C283,CPOLY,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,0,,0,0,,0,2,"September (8, 9)",0
C284,CPOLY,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,0,,0,0,,0,1,September (9),0
C285,CPOLY,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,0,,0,,,,1,August (23),0
D001,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8/16/2017,-2.5,4,"7/19/2018, 9/17, 10/31, 11/14",-2,0,,0,4,"9/17, 10/8, 10/15, 10/22",-10,3,"October (7, 14, 20)",
D002,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10/26/2017,-3,,,0,0,,0,,,,,,
D003,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10/27/2017,-2,,,0,0,,0,,,,,,
D004,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8/17/2017,-6,,,0,0,,0,,,,,,
D005,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8/29/2017,-2,,,0,0,,0,,,,,,
D006,SIO,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"10/27/2017, 11/17/2017",-5.5,,NO SHOW,0,0,,0,,,,,,
D007,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,"8/17/2017, 10/20/2017, 10/27/2017, 11/17/2017",-0.5,3,"7/12/2018, 7/19/2018, 8/21/2018",-4,5,";7/11, 8/15, 8/21, 8/28, 9/4",-6.5,,,,,,
D008,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7/17/2017,-15,2,"7/12/2018, 8/22/2018",-2,1,;5-Sep,-2,,,,,,
D009,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8/23/2017,-3.5,,,0,0,,0,,,,,,
D010,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10/27/2017,-1,,,0,0,,0,,,,,,
D011,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8/28/2017,-7,,,0,0,,0,,,,,,
D012,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8/22/2017,-5,,,0,0,,0,,,,,,
D013,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"8/28/2017, 10/19/2017",0,,,0,0,,0,,,,,,
D014,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10/19/2017,-11,,,0,0,,0,,,,1,2-Jul,-1
D015,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7/18/2017,-5,1,7/11/2018,-3,1,;22-Aug,0,,,,,,
D016,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8/23/2017,-3.5,,,0,0,,0,,,,,,
D017,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"8/23/2017, 10/26/2017",-1,1,7/12/2018,-3,1,;11-Jul,0,,,,,,
D018,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10/20/2017,0,,,0,0,,0,,,,,,
D019,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10/26/2017,-1.5,1,7/19/2018,-4,0,,0,,,,,,
D020,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7/17/2017,-8,,,0,1,;3-Sep,0,,,,,,
D021,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7/18/2017,-1,,,0,0,,0,,,,,,
D022,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11/17/2017,-4.5,,,0,0,,0,,,,,,
D023,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10/26/2017,-0.5,,,0,0,,0,,,,,,
D024,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"8/22/2017, 10/19/2017",0,,,0,0,,0,,,,,,
D025,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7/18/2017,-17,1,8/22/2018,-1,2,";07/11, 9/4",0,,,,,,
D026,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"8/23/2017, 10/26/2017",-6.849999905,2,"7/12/2018, 8/21/2018",-2,2,";7/11, 8/22",-1,,,,,,
D027,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"8/16/2017, 10/20/2017",0,,,0,0,,0,,,,,,
D028,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,"7/17/2017, 8/29/2017, 10/27/2017, 11/17/2017",-17.5,6,"7/11/2018, 7/12/2018, 7/18/2018, 7/19/2018, 8/16/2018, 8/17/2018",-7,5,";7/10, 7/25, 8/14, 8/21, 9/4",-7,,,,,,
D029,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8/17/2017,-2,,,0,0,,0,,,,,,
D030,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8/17/2017,0,,,0,0,,0,,,,,,
D031,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"8/16/2017, 10/19/2017, 11/17/2017",-6.5,,,0,2,";7/25, 8/22",-5,,,,,,
D032,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10/26/2017,0,2,"7/11/2018, 8/16/2018",-3,0,,0,,,,,,
D033,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7/17/2017,-13,3,"7/11/2018, 8/17/2018, 8/21/2018",-2,5,";7/25, 8/15, 8/21, 8/22, 8/28",-2.5,,,,,,
D034,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10/20/2017,0,,,0,0,,0,,,,,,
D035,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7/18/2017,-3,,,0,0,,0,,,,,,
D036,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8/28/2017,-6.5,,,0,0,,0,,,,,,
D037,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7/18/2017,-1,,,0,0,,0,,,,,,
D038,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10/20/2017,0,,,0,0,,0,,,,,,
D039,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"8/16/2017, 10/27/2017",-3.5,,,0,2,";7/10, 9/3",0,,,,,,
D040,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"8/16/2017, 10/27/2017",-0.5,1,7/18/2018,0,1,;10-Jul,0,,,,,,
D041,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10/27/2017,-4,1,7/19/2018,-7,0,,0,,,,,,
D042,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8/22/2017,-1,,,0,0,,0,,,,,,
D043,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7/18/2017,0,,,0,0,,0,,,,,,
D044,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7/18/2017,-7,1,8/22/2018,-2,1,;11-Jul,0,,,,,,
D045,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7/18/2017,0,,,0,0,,0,,,,,,
D046,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"10/20/2017, 11/17/2017",0,,,0,0,,0,,,,,,
D047,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7/17/2017,-4,,,0,0,,0,,,,,,
D048,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10/20/2017,0,,,0,0,,0,,,,,,
D049,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8/29/2017,-7.5,,,0,0,,0,,,,,,
D050,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8/17/2017,0,1,8/16/2018,-0.5,2,";7/25, 8/15",-4,,,,,,
D051,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8/16/2017,-10.30000019,,,0,0,,0,,,,11,"7/1, 7/2, 7/15, 7/16, 7/20, 7/21, 7/28, 8/10, 8/18, 8/25, 9/6",-9
D052,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10/19/2017,-2,,,0,1,;10-Jul,0,11,"7/28, 8/4, 8/5, 8/19, 8/25, 8/26, 8/31, 9/7, 9/9, 9/10, 9/16",-5.5,,,
D053,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"8/17/2017, 8/22/2017, 8/23/2017",-8.5,,,0,0,,0,,,,6,"7/1, 7/2, 7/20, 7/21, 8/9, 8/10",-0.5
D054,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8/17/2017,0,,,0,0,,0,,,,,,
D055,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10/19/2017,0,,,0,0,,0,,,,,,
D056,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8/28/2017,0,,,0,0,,0,,,,,,
D057,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7/18/2017,-6,1,8/21/2018,-2,2,";7/10, 8/22",0,,,,,,
D058,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"8/16/2017, 8/23/2017",-11.80000019,,,0,0,,0,,,,,,
D059,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11/17/2017,0,,,0,0,,0,,,,,,
D060,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7/17/2017,-13,2,"7/11/2018, 8/21/2018",0,0,,0,,,,,,
D061,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10/19/2017,-5.5,,,0,0,,0,,,,,,
D062,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8/23/2017,-9,,,0,0,,0,,,,,,
D063,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"10/26/2017, 10/27/2017",-4,1,7/19/2018,-0.5,3,";7/10, 8/14, 8/28",-7,,,,,,
D064,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"7/17/2017, 8/28/2017, 10/19/2017",-1,1,8/21/2018,0,2,";7/10, 8/22",0,,,,,,
D065,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"8/17/2017, 10/26/2017, 11/17/2017",-4,1,7/18/2018,0,1,;25-Jul,-2,,,,,,
D066,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8/23/2017,-0.5,,,0,0,,0,,,,,,
D067,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"8/29/2017, 10/27/2017, 11/17/2017",-16.25,,,0,0,,0,,,,,,
D068,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7/18/2017,0,,,0,0,,0,,,,,,
D069,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"8/28/2017, 10/26/2017, 11/17/2017",-3,2,"7/11/2018, 8/16/2018",-2,2,";7/25, 8/28",-4,,,,,,
D070,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8/23/2017,-1,1,7/19/2018,-1,0,,0,,,,,,
D071,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11/17/2017,-0.5,,,0,0,,0,,,,,,
D072,SIO,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"8/17/2017, 8/22/2017",-9,,NO SHOW,0,0,,0,,,,,,
D073,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7/17/2017,-5,,,0,0,,0,,,,,,
D074,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8/22/2017,-1,,,0,0,,0,,,,,,
D075,SIO,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8/16/2017,-11.5,,,0,0,,0,,,,,,
D076,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7/18/2017,-1,2,"8/16/2018, 8/22/2018",-1.5,1,;25-Jul,-2,,,,,,
D077,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8/16/2017,-12.80000019,1,7/12/2018,0,0,,0,,,,,,
D078,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10/19/2017,0,,,0,0,,0,,,,,,
D079,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7/17/2017,-4,,,0,1,;28-Aug,0,,,,,,
D080,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7/18/2017,0,,,0,0,,0,,,,,,
D081,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11/17/2017,-1,4,"7/12/2018, 7/19/2018, 8/16/2018, 8/21/2018",0,3,";7/11, 8/22, 9/4",-3,,,,,,
D082,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,"8/23/2017, 10/26/2017, 10/27/2017, 11/17/2017",-8.829999924,2,"7/19/2018, 8/21/2018",-2,3,";7/25, 8/15, 8/21",-1.5,,,,,,
D083,SIO,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7/17/2017,-18,,NO SHOW,0,0,,0,,,,,,
D084,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10/20/2017,0,,,0,0,,0,,,,,,
D085,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8/29/2017,-1.5,1,7/12/2018,0,0,,0,,,,3,"7/20, 7/21, 8/9",-6.5
D086,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"10/26/2017, 10/27/2017",-4,2,"7/18/2018, 8/16/2018",-2,1,;10-Jul,-1,,,,,,
D087,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"10/20/2017, 11/17/2017",-2,,,0,0,,0,,,,,,
D088,SIO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8/28/2017,-1,,,0,3,";8/21, 8/22, 9/3",-7.5,,,,,,
